Instrument Type,Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs)
FUTCOM,03 Sep 2015,15822,15822,418971.31
FUTCOM,04 Sep 2015,18713,18713,496423.56
FUTCOM,07 Sep 2015,6623,6623,175869.21
FUTCOM,08 Sep 2015,9862,9862,260960.57
FUTCOM,09 Sep 2015,12915,12915,339056.87
FUTCOM,10 Sep 2015,16264,16264,425548.77
FUTCOM,11 Sep 2015,13921,13921,362775.89
FUTCOM,14 Sep 2015,10366,10366,269946.76
FUTCOM,15 Sep 2015,12528,12528,325916.2
FUTCOM,16 Sep 2015,20197,20197,528575.68
FUTCOM,17 Sep 2015,6071,6071,159071.73
FUTCOM,18 Sep 2015,18037,18037,477369.62
FUTCOM,21 Sep 2015,12625,12625,333640.22
FUTCOM,22 Sep 2015,19073,19073,501941.02
FUTCOM,23 Sep 2015,15295,15295,403245.46
FUTCOM,24 Sep 2015,22789,22789,610287.26
FUTCOM,25 Sep 2015,10993,10993,294031.34
FUTCOM,28 Sep 2015,18191,18191,482953.13
FUTCOM,29 Sep 2015,20920,20920,551668.95
FUTCOM,30 Sep 2015,29915,29915,780207.24
FUTCOM,01 Oct 2015,12802,12802,333242.64
FUTCOM,05 Oct 2015,15632,15632,412455.96
FUTCOM,06 Oct 2015,16190,16190,430068.21
FUTCOM,07 Oct 2015,17657,17657,469622.11
FUTCOM,08 Oct 2015,14704,14704,389016.19
FUTCOM,09 Oct 2015,15263,15263,405845.75
FUTCOM,12 Oct 2015,15006,15006,402579.56
FUTCOM,13 Oct 2015,17836,17836,478845.83
FUTCOM,14 Oct 2015,21138,21138,572990.61
FUTCOM,15 Oct 2015,21419,21419,583605.77
FUTCOM,16 Oct 2015,11872,11872,322205.36
FUTCOM,19 Oct 2015,10614,10614,286408.81
FUTCOM,20 Oct 2015,16065,16065,434921.53
FUTCOM,21 Oct 2015,12711,12711,344163.84
FUTCOM,22 Oct 2015,7639,7639,205598.6
FUTCOM,23 Oct 2015,18739,18739,504326.77
FUTCOM,26 Oct 2015,11612,11612,311717.26
FUTCOM,27 Oct 2015,10339,10339,277775.54
FUTCOM,28 Oct 2015,14678,14678,397190.86
FUTCOM,29 Oct 2015,19761,19761,528679.4
FUTCOM,30 Oct 2015,14239,14239,377919.17
FUTCOM,02 Nov 2015,10133,10133,268203.38
FUTCOM,03 Nov 2015,22050,22050,578609.48
FUTCOM,04 Nov 2015,15959,15959,413692.88
FUTCOM,05 Nov 2015,16497,16497,425905.71
FUTCOM,06 Nov 2015,19100,19100,490261.48
FUTCOM,09 Nov 2015,12254,12254,314900.2
FUTCOM,10 Nov 2015,10872,10872,278588.76
FUTCOM,11 Nov 2015,2423,2423,61801.85
FUTCOM,12 Nov 2015,10948,10948,277842.45
FUTCOM,13 Nov 2015,10893,10893,276781.44
FUTCOM,16 Nov 2015,17696,17696,452142.55
FUTCOM,17 Nov 2015,18750,18750,472388.62
FUTCOM,18 Nov 2015,12692,12692,318484.93
FUTCOM,19 Nov 2015,17402,17402,439554.66
FUTCOM,20 Nov 2015,15722,15722,398682.11
FUTCOM,23 Nov 2015,14786,14786,372077.36
FUTCOM,24 Nov 2015,13742,13742,347323.33
FUTCOM,25 Nov 2015,7555,7555,190543.7
FUTCOM,26 Nov 2015,9198,9198,232810.28
FUTCOM,27 Nov 2015,19692,19692,495640.9
FUTCOM,30 Nov 2015,17632,17632,442195.13
FUTCOM,01 Dec 2015,17292,17292,438090.71
FUTCOM,02 Dec 2015,14760,14760,371858.74
FUTCOM,03 Dec 2015,18431,18431,462140.49
FUTCOM,04 Dec 2015,24455,24455,622424.64
FUTCOM,07 Dec 2015,9246,9246,236964.1
FUTCOM,08 Dec 2015,14798,14798,377105.28
FUTCOM,09 Dec 2015,15965,15965,408524.43
FUTCOM,10 Dec 2015,10518,10518,267822.93
FUTCOM,11 Dec 2015,18831,18831,479511.75
FUTCOM,14 Dec 2015,13788,13788,351358.37
FUTCOM,15 Dec 2015,13951,13951,352985.85
FUTCOM,16 Dec 2015,14022,14022,355547.41
FUTCOM,17 Dec 2015,22012,22012,551025.55
FUTCOM,18 Dec 2015,17140,17140,428452.14
FUTCOM,21 Dec 2015,15555,15555,392858.83
FUTCOM,22 Dec 2015,12148,12148,307586.04
FUTCOM,23 Dec 2015,12134,12134,305193.21
FUTCOM,24 Dec 2015,5323,5323,134001.32
FUTCOM,28 Dec 2015,8117,8117,204160.45
FUTCOM,29 Dec 2015,11090,11090,279462.99
FUTCOM,30 Dec 2015,12686,12686,318306.66
FUTCOM,31 Dec 2015,8401,8401,209442.1
FUTCOM,01 Jan 2016,1985,1985,49567.29
FUTCOM,04 Jan 2016,20426,20426,517082.77
FUTCOM,05 Jan 2016,14632,14632,371804.76
FUTCOM,06 Jan 2016,22678,22678,581346.66
FUTCOM,07 Jan 2016,23524,23524,611297.99
FUTCOM,08 Jan 2016,22730,22730,589572.76
FUTCOM,11 Jan 2016,17277,17277,449038.57
FUTCOM,12 Jan 2016,18134,18134,467599.21
FUTCOM,13 Jan 2016,16125,16125,413147.05
FUTCOM,14 Jan 2016,18704,18704,483684.81
FUTCOM,15 Jan 2016,21345,21345,554381.61
FUTCOM,18 Jan 2016,10104,10104,263119.38
FUTCOM,19 Jan 2016,15160,15160,393804.18
FUTCOM,20 Jan 2016,25476,25476,671397.55
FUTCOM,21 Jan 2016,23871,23871,628546.26
FUTCOM,22 Jan 2016,16042,16042,419979.24
FUTCOM,25 Jan 2016,14596,14596,384744.68
FUTCOM,27 Jan 2016,14938,14938,399547.35
FUTCOM,28 Jan 2016,18517,18517,495500.58
FUTCOM,29 Jan 2016,20573,20573,547616.02
FUTCOM,01 Feb 2016,13665,13665,366873.56
FUTCOM,02 Feb 2016,11696,11696,315333.23
FUTCOM,03 Feb 2016,18481,18481,501424.23
FUTCOM,04 Feb 2016,15506,15506,423702.05
FUTCOM,05 Feb 2016,21460,21460,588910.79
FUTCOM,08 Feb 2016,23592,23592,661954.94
FUTCOM,09 Feb 2016,22140,22140,628014.57
FUTCOM,10 Feb 2016,21372,21372,602747.02
FUTCOM,11 Feb 2016,35734,35734,1049582.76
FUTCOM,12 Feb 2016,20404,20404,602603.65
FUTCOM,15 Feb 2016,16727,16727,481650.7
FUTCOM,16 Feb 2016,23461,23461,676113.32
FUTCOM,17 Feb 2016,16674,16674,481561.99
FUTCOM,18 Feb 2016,18489,18489,535619.08
FUTCOM,19 Feb 2016,19726,19726,581310.39
FUTCOM,22 Feb 2016,21251,21251,615963.9
FUTCOM,23 Feb 2016,20967,20967,613147.65
FUTCOM,24 Feb 2016,26926,26926,796853.44
FUTCOM,25 Feb 2016,23720,23720,702820.61
FUTCOM,26 Feb 2016,25839,25839,762166.98
FUTCOM,29 Feb 2016,25612,25612,757746.37
FUTCOM,01 Mar 2016,24669,24669,729125.9
FUTCOM,02 Mar 2016,22369,22369,653641.16
FUTCOM,03 Mar 2016,18075,18075,531945.25
FUTCOM,04 Mar 2016,34047,34047,1014607.45
FUTCOM,07 Mar 2016,9363,9363,279068.84
FUTCOM,08 Mar 2016,25155,25155,754666.86
FUTCOM,09 Mar 2016,23283,23283,688094.42
FUTCOM,10 Mar 2016,34705,34705,1023729.36
FUTCOM,11 Mar 2016,20830,20830,618961.51
FUTCOM,14 Mar 2016,19011,19011,559127.99
FUTCOM,15 Mar 2016,20995,20995,610063.46
FUTCOM,16 Mar 2016,14504,14504,421213.78
FUTCOM,17 Mar 2016,23268,23268,685971.28
FUTCOM,18 Mar 2016,17025,17025,497792.44
FUTCOM,21 Mar 2016,18422,18422,533626.31
FUTCOM,22 Mar 2016,21194,21194,617889.23
FUTCOM,23 Mar 2016,21339,21339,613391.42
FUTCOM,24 Mar 2016,4634,4634,132701.15
FUTCOM,28 Mar 2016,11533,11533,328266.84
FUTCOM,29 Mar 2016,21347,21347,609999.31
FUTCOM,30 Mar 2016,21834,21834,625955.38
FUTCOM,31 Mar 2016,19760,19760,565837.69
FUTCOM,01 Apr 2016,21128,21128,604324.28
FUTCOM,04 Apr 2016,11468,11468,325476.24
FUTCOM,05 Apr 2016,19833,19833,570268
FUTCOM,06 Apr 2016,13426,13426,385412.89
FUTCOM,07 Apr 2016,22219,22219,643016.54
FUTCOM,08 Apr 2016,16171,16171,468652.07
FUTCOM,11 Apr 2016,16682,16682,488348.21
FUTCOM,12 Apr 2016,16043,16043,471158.58
FUTCOM,13 Apr 2016,15222,15222,444024.55
FUTCOM,14 Apr 2016,10896,10896,314948.27
FUTCOM,15 Apr 2016,7207,7207,208376.28
FUTCOM,18 Apr 2016,14142,14142,411083.7
FUTCOM,19 Apr 2016,10445,10445,305843.52
FUTCOM,20 Apr 2016,14347,14347,420269.04
FUTCOM,21 Apr 2016,25012,25012,737529.77
FUTCOM,22 Apr 2016,16254,16254,475799.18
FUTCOM,25 Apr 2016,14575,14575,425388.09
FUTCOM,26 Apr 2016,16012,16012,466831.61
FUTCOM,27 Apr 2016,16322,16322,478919.35
FUTCOM,28 Apr 2016,18460,18460,545488.67
FUTCOM,29 Apr 2016,23861,23861,717859.42
FUTCOM,02 May 2016,17594,17594,534473.03
FUTCOM,03 May 2016,22980,22980,696259.82
FUTCOM,04 May 2016,22051,22051,664265.92
FUTCOM,05 May 2016,19412,19412,583422.4
FUTCOM,06 May 2016,25435,25435,769179.29
FUTCOM,09 May 2016,18612,18612,558100.11
FUTCOM,10 May 2016,15099,15099,449457.95
FUTCOM,11 May 2016,16349,16349,490173.49
FUTCOM,12 May 2016,17495,17495,522946.62
FUTCOM,13 May 2016,17297,17297,517989.15
FUTCOM,16 May 2016,15941,15941,480373.15
FUTCOM,17 May 2016,17239,17239,517449.97
FUTCOM,18 May 2016,14485,14485,434735.09
FUTCOM,19 May 2016,17539,17539,521676.44
FUTCOM,20 May 2016,14110,14110,420209.45
FUTCOM,23 May 2016,11785,11785,349676.27
FUTCOM,24 May 2016,20134,20134,594270.67
FUTCOM,25 May 2016,18837,18837,546887.42
FUTCOM,26 May 2016,19611,19611,568180.56
FUTCOM,27 May 2016,16895,16895,485197.33
FUTCOM,30 May 2016,16215,16215,463636.98
FUTCOM,31 May 2016,17870,17870,514441.89
FUTCOM,01 Jun 2016,15584,15584,451784.48
FUTCOM,02 Jun 2016,12624,12624,365218.55
FUTCOM,03 Jun 2016,19094,19094,557629.74
FUTCOM,06 Jun 2016,12712,12712,374157.6
FUTCOM,07 Jun 2016,14127,14127,414178.7
FUTCOM,08 Jun 2016,16383,16383,484446.98
FUTCOM,09 Jun 2016,17668,17668,526039.31
FUTCOM,10 Jun 2016,17738,17738,531527.85
FUTCOM,13 Jun 2016,17789,17789,540191.3
FUTCOM,14 Jun 2016,20064,20064,610808.02
FUTCOM,15 Jun 2016,16151,16151,491365.44
FUTCOM,16 Jun 2016,31457,31457,974355.93
FUTCOM,17 Jun 2016,20394,20394,621451.05
FUTCOM,20 Jun 2016,19286,19286,588779.54
FUTCOM,21 Jun 2016,21519,21519,654480.27
FUTCOM,22 Jun 2016,17193,17193,518425.02
FUTCOM,23 Jun 2016,24202,24202,725949.18
FUTCOM,24 Jun 2016,46243,46243,1458445.65
FUTCOM,27 Jun 2016,22049,22049,696760.92
FUTCOM,28 Jun 2016,22899,22899,716649.79
FUTCOM,29 Jun 2016,19831,19831,621788.35
FUTCOM,30 Jun 2016,18535,18535,578617.71
FUTCOM,01 Jul 2016,18211,18211,573859.44
FUTCOM,04 Jul 2016,17173,17173,546131.3
FUTCOM,05 Jul 2016,22194,22194,705310.55
FUTCOM,06 Jul 2016,12272,12272,395521.66
FUTCOM,07 Jul 2016,20886,20886,667975.41
FUTCOM,08 Jul 2016,24460,24460,775003.69
FUTCOM,11 Jul 2016,12575,12575,398660.48
FUTCOM,12 Jul 2016,19831,19831,622234.05
FUTCOM,13 Jul 2016,14510,14510,453425.99
FUTCOM,14 Jul 2016,25391,25391,785943.35
FUTCOM,15 Jul 2016,20822,20822,645473.05
FUTCOM,18 Jul 2016,17002,17002,527332.09
FUTCOM,19 Jul 2016,14595,14595,453343.41
FUTCOM,20 Jul 2016,19422,19422,600182.25
FUTCOM,21 Jul 2016,19907,19907,614403.94
FUTCOM,22 Jul 2016,14093,14093,435583.91
FUTCOM,25 Jul 2016,15189,15189,468146.82
FUTCOM,26 Jul 2016,16921,16921,523016.48
FUTCOM,27 Jul 2016,15772,15772,487768.2
FUTCOM,28 Jul 2016,23148,23148,723738.54
FUTCOM,29 Jul 2016,32238,32238,1009976.03
FUTCOM,01 Aug 2016,11142,11142,351132.39
FUTCOM,02 Aug 2016,15532,15532,492514.77
FUTCOM,03 Aug 2016,15777,15777,501977.69
FUTCOM,04 Aug 2016,15650,15650,496471.67
FUTCOM,05 Aug 2016,19444,19444,612542.66
FUTCOM,08 Aug 2016,11360,11360,353676.62
FUTCOM,09 Aug 2016,15491,15491,482896.63
FUTCOM,10 Aug 2016,14723,14723,463197.91
FUTCOM,11 Aug 2016,14752,14752,462846.87
FUTCOM,12 Aug 2016,19818,19818,620953.84
FUTCOM,16 Aug 2016,17341,17341,544913.18
FUTCOM,17 Aug 2016,10852,10852,340365.63
FUTCOM,18 Aug 2016,11777,11777,370496.77
FUTCOM,19 Aug 2016,16092,16092,505655.37
FUTCOM,22 Aug 2016,12937,12937,404940.91
FUTCOM,23 Aug 2016,13896,13896,435802.38
FUTCOM,24 Aug 2016,16562,16562,516834.95
FUTCOM,25 Aug 2016,12083,12083,374203.41
FUTCOM,26 Aug 2016,18791,18791,584035.13
FUTCOM,29 Aug 2016,10157,10157,314787.14
FUTCOM,30 Aug 2016,16129,16129,499096.09
FUTCOM,31 Aug 2016,13337,13337,410411.9
FUTCOM,01 Sep 2016,13792,13792,423930.37
FUTCOM,02 Sep 2016,19728,19728,609048.84
FUTCOM,05 Sep 2016,2066,2066,63982.58
FUTCOM,06 Sep 2016,14066,14066,437673.59
FUTCOM,07 Sep 2016,11654,11654,365419.94
FUTCOM,08 Sep 2016,11661,11661,365013.04
FUTCOM,09 Sep 2016,10324,10324,322300.4
FUTCOM,12 Sep 2016,13527,13527,420766.58
FUTCOM,13 Sep 2016,8130,8130,252880.11
FUTCOM,14 Sep 2016,10588,10588,328790.8
FUTCOM,15 Sep 2016,14669,14669,454555.3
FUTCOM,16 Sep 2016,10549,10549,325630.69
FUTCOM,19 Sep 2016,10268,10268,317549.08
FUTCOM,20 Sep 2016,11038,11038,341651.74
FUTCOM,21 Sep 2016,14026,14026,436437.21
FUTCOM,22 Sep 2016,15723,15723,491783.97
FUTCOM,23 Sep 2016,10589,10589,331293.27
FUTCOM,26 Sep 2016,9546,9546,298811.56
FUTCOM,27 Sep 2016,16103,16103,501147.9
FUTCOM,28 Sep 2016,12507,12507,387372.53
FUTCOM,29 Sep 2016,17182,17182,534338.8
FUTCOM,30 Sep 2016,20506,20506,638200.53
FUTCOM,03 Oct 2016,9742,9742,301102.02
FUTCOM,04 Oct 2016,19697,19697,600353.94
FUTCOM,05 Oct 2016,14096,14096,422575.11
FUTCOM,06 Oct 2016,13593,13593,404609.45
FUTCOM,07 Oct 2016,20100,20100,595680.05
FUTCOM,10 Oct 2016,9212,9212,273735.49
FUTCOM,11 Oct 2016,4322,4322,128393.72
FUTCOM,12 Oct 2016,5055,5055,149986.99
FUTCOM,13 Oct 2016,12938,12938,385487.9
FUTCOM,14 Oct 2016,14679,14679,434956.79
FUTCOM,17 Oct 2016,11284,11284,334827.59
FUTCOM,18 Oct 2016,13552,13552,403451.81
FUTCOM,19 Oct 2016,11689,11689,349366.49
FUTCOM,20 Oct 2016,13032,13032,390451.93
FUTCOM,21 Oct 2016,12276,12276,367084.67
FUTCOM,24 Oct 2016,17502,17502,521767.95
FUTCOM,25 Oct 2016,12634,12634,377289.29
FUTCOM,26 Oct 2016,11067,11067,331044.3
FUTCOM,27 Oct 2016,8662,8662,259003.81
FUTCOM,28 Oct 2016,12113,12113,362453.92
FUTCOM,30 Oct 2016,1371,1371,41201.89
FUTCOM,31 Oct 2016,3356,3356,100562.54
FUTCOM,01 Nov 2016,9475,9475,285937.9
FUTCOM,02 Nov 2016,13101,13101,399503.93
FUTCOM,03 Nov 2016,16769,16769,509883.27
FUTCOM,04 Nov 2016,12722,12722,388279.55
FUTCOM,07 Nov 2016,13386,13386,404097.91
FUTCOM,08 Nov 2016,20135,20135,604899.94
FUTCOM,09 Nov 2016,31140,31140,952990
FUTCOM,10 Nov 2016,15837,15837,475080.73
FUTCOM,11 Nov 2016,18109,18109,537178.85
FUTCOM,14 Nov 2016,10400,10400,305655.56
FUTCOM,15 Nov 2016,11739,11739,344114.69
FUTCOM,16 Nov 2016,7819,7819,229673.99
FUTCOM,17 Nov 2016,8421,8421,246645.48
FUTCOM,18 Nov 2016,10458,10458,302333.3
FUTCOM,21 Nov 2016,6499,6499,188980.2
FUTCOM,22 Nov 2016,5894,5894,171883.24
FUTCOM,23 Nov 2016,11784,11784,341195.64
FUTCOM,24 Nov 2016,6783,6783,194722.16
FUTCOM,25 Nov 2016,11635,11635,332014.3
FUTCOM,28 Nov 2016,8280,8280,238043.74
FUTCOM,29 Nov 2016,9842,9842,281853.47
FUTCOM,30 Nov 2016,13746,13746,391294.61
FUTCOM,01 Dec 2016,8188,8188,229755.61
FUTCOM,02 Dec 2016,7394,7394,207675.41
FUTCOM,05 Dec 2016,8734,8734,244269.23
FUTCOM,06 Dec 2016,5926,5926,165522.89
FUTCOM,07 Dec 2016,6982,6982,194874.38
FUTCOM,08 Dec 2016,6085,6085,169359.84
FUTCOM,09 Dec 2016,7105,7105,196649.49
FUTCOM,12 Dec 2016,4682,4682,128963.13
FUTCOM,13 Dec 2016,5521,5521,152127.14
FUTCOM,14 Dec 2016,5202,5202,143642.76
FUTCOM,15 Dec 2016,10965,10965,297097.84
FUTCOM,16 Dec 2016,8719,8719,236422.07
FUTCOM,19 Dec 2016,4963,4963,135104.65
FUTCOM,20 Dec 2016,7429,7429,201331.34
FUTCOM,21 Dec 2016,7503,7503,203272.14
FUTCOM,22 Dec 2016,7136,7136,192371.14
FUTCOM,23 Dec 2016,4358,4358,117493.71
FUTCOM,26 Dec 2016,1742,1742,46981.58
FUTCOM,27 Dec 2016,7479,7479,203554.09
FUTCOM,28 Dec 2016,5247,5247,143122.75
FUTCOM,29 Dec 2016,7387,7387,202727.86
FUTCOM,30 Dec 2016,6489,6489,178719.72
FUTCOM,02 Jan 2017,2650,2650,72936.83
FUTCOM,03 Jan 2017,11173,11173,308467.46
FUTCOM,04 Jan 2017,7475,7475,207227.11
FUTCOM,05 Jan 2017,9896,9896,275921.2
FUTCOM,06 Jan 2017,8594,8594,239651.7
FUTCOM,09 Jan 2017,6977,6977,194956.58
FUTCOM,10 Jan 2017,8681,8681,244082.44
FUTCOM,11 Jan 2017,10929,10929,308353
FUTCOM,12 Jan 2017,10254,10254,291484.38
FUTCOM,13 Jan 2017,8561,8561,242633.05
FUTCOM,16 Jan 2017,5734,5734,163644.02
FUTCOM,17 Jan 2017,10196,10196,292629.91
FUTCOM,18 Jan 2017,7496,7496,215531.89
FUTCOM,19 Jan 2017,9594,9594,274038.1
FUTCOM,20 Jan 2017,8522,8522,243854.43
FUTCOM,23 Jan 2017,9842,9842,283338.47
FUTCOM,24 Jan 2017,6919,6919,198887.12
FUTCOM,25 Jan 2017,10189,10189,290364.75
FUTCOM,27 Jan 2017,11118,11118,313486.15
FUTCOM,30 Jan 2017,14494,14494,411762.92
FUTCOM,31 Jan 2017,17842,17842,512110.13
FUTCOM,01 Feb 2017,16674,16674,480284.4
FUTCOM,02 Feb 2017,11684,11684,338116.73
FUTCOM,03 Feb 2017,9205,9205,265541.12
FUTCOM,06 Feb 2017,10099,10099,293602.37
FUTCOM,07 Feb 2017,10388,10388,304147.38
FUTCOM,08 Feb 2017,9925,9925,291163.47
FUTCOM,09 Feb 2017,13239,13239,387079.78
FUTCOM,10 Feb 2017,9665,9665,280619.61
FUTCOM,13 Feb 2017,7342,7342,213444.01
FUTCOM,14 Feb 2017,10615,10615,308633.09
FUTCOM,15 Feb 2017,11200,11200,324996.45
FUTCOM,16 Feb 2017,11183,11183,327794.99
FUTCOM,17 Feb 2017,9306,9306,273410.56
FUTCOM,20 Feb 2017,6133,6133,179399.36
FUTCOM,21 Feb 2017,11714,11714,341944.63
FUTCOM,22 Feb 2017,9216,9216,269603.86
FUTCOM,23 Feb 2017,10572,10572,310313.56
FUTCOM,24 Feb 2017,5350,5350,158344.84
FUTCOM,27 Feb 2017,8352,8352,247558.31
FUTCOM,28 Feb 2017,9021,9021,266709.99
FUTCOM,01 Mar 2017,10181,10181,299096.67
FUTCOM,02 Mar 2017,10833,10833,317331.29
FUTCOM,03 Mar 2017,10301,10301,299400.43
FUTCOM,06 Mar 2017,8811,8811,256121.87
FUTCOM,07 Mar 2017,9868,9868,284672
FUTCOM,08 Mar 2017,9631,9631,276153.53
FUTCOM,09 Mar 2017,10529,10529,300088.01
FUTCOM,10 Mar 2017,9971,9971,282539.87
FUTCOM,13 Mar 2017,3246,3246,91746.58
FUTCOM,14 Mar 2017,8389,8389,236229.96
FUTCOM,15 Mar 2017,8843,8843,247367.99
FUTCOM,16 Mar 2017,11957,11957,340034.13
FUTCOM,17 Mar 2017,6680,6680,190325.47
FUTCOM,20 Mar 2017,7074,7074,201899.02
FUTCOM,21 Mar 2017,12576,12576,359440.51
FUTCOM,22 Mar 2017,10692,10692,308650.66
FUTCOM,23 Mar 2017,10676,10676,308059.66
FUTCOM,24 Mar 2017,7095,7095,204185.9
FUTCOM,27 Mar 2017,7163,7163,206871.41
FUTCOM,28 Mar 2017,8228,8228,237278.23
FUTCOM,29 Mar 2017,8632,8632,247709.84
FUTCOM,30 Mar 2017,9174,9174,263028.48
FUTCOM,31 Mar 2017,10392,10392,297026.42
FUTCOM,03 Apr 2017,7642,7642,219922.37
FUTCOM,04 Apr 2017,5794,5794,168339.7
FUTCOM,05 Apr 2017,8188,8188,236409.22
FUTCOM,06 Apr 2017,8286,8286,238764.15
FUTCOM,07 Apr 2017,12355,12355,356553.81
FUTCOM,10 Apr 2017,8149,8149,233959.9
FUTCOM,11 Apr 2017,12468,12468,361253.75
FUTCOM,12 Apr 2017,9255,9255,270594.11
FUTCOM,13 Apr 2017,9400,9400,275920.34
FUTCOM,17 Apr 2017,9221,9221,271376.41
FUTCOM,18 Apr 2017,12131,12131,356372.05
FUTCOM,19 Apr 2017,9245,9245,271017.87
FUTCOM,20 Apr 2017,8681,8681,254007.32
FUTCOM,21 Apr 2017,8263,8263,242346.76
FUTCOM,24 Apr 2017,11188,11188,325304.04
FUTCOM,25 Apr 2017,10541,10541,304777.9
FUTCOM,26 Apr 2017,9341,9341,268340.53
FUTCOM,27 Apr 2017,7846,7846,225751.1
FUTCOM,28 Apr 2017,6604,6604,190528.57
FUTCOM,01 May 2017,5497,5497,158084.8
FUTCOM,02 May 2017,7412,7412,211989.57
FUTCOM,03 May 2017,8787,8787,250624.76
FUTCOM,04 May 2017,11337,11337,319239.04
FUTCOM,05 May 2017,10098,10098,284391.83
FUTCOM,08 May 2017,7971,7971,224209.92
FUTCOM,09 May 2017,11050,11050,310237.82
FUTCOM,10 May 2017,7570,7570,212479.14
FUTCOM,11 May 2017,9146,9146,256089.38
FUTCOM,12 May 2017,8068,8068,226304.23
FUTCOM,15 May 2017,10225,10225,287000.1
FUTCOM,16 May 2017,8046,8046,226058.2
FUTCOM,17 May 2017,12922,12922,367143.52
FUTCOM,18 May 2017,18341,18341,528472.1
FUTCOM,19 May 2017,10076,10076,288775.07
FUTCOM,22 May 2017,8475,8475,243262.36
FUTCOM,23 May 2017,10835,10835,312804.44
FUTCOM,24 May 2017,8371,8371,240272.22
FUTCOM,25 May 2017,8345,8345,239591.9
FUTCOM,26 May 2017,9479,9479,273294.09
FUTCOM,29 May 2017,5499,5499,158905.16
FUTCOM,30 May 2017,11347,11347,327747.08
FUTCOM,31 May 2017,10733,10733,309531.8
FUTCOM,01 Jun 2017,8268,8268,239099.58
FUTCOM,02 Jun 2017,8911,8911,258123.22
FUTCOM,05 Jun 2017,6988,6988,204261.19
FUTCOM,06 Jun 2017,10913,10913,321592.09
FUTCOM,07 Jun 2017,9589,9589,282657.03
FUTCOM,08 Jun 2017,11625,11625,339773.57
FUTCOM,09 Jun 2017,9287,9287,269421.76
FUTCOM,12 Jun 2017,9006,9006,261072.24
FUTCOM,13 Jun 2017,8466,8466,244672.63
FUTCOM,14 Jun 2017,9865,9865,285949.5
FUTCOM,15 Jun 2017,10613,10613,305576.45
FUTCOM,16 Jun 2017,6750,6750,193985.43
FUTCOM,19 Jun 2017,7760,7760,221891.73
FUTCOM,20 Jun 2017,8463,8463,241511.87
FUTCOM,21 Jun 2017,8533,8533,243769.74
FUTCOM,22 Jun 2017,7437,7437,213333.86
FUTCOM,23 Jun 2017,7271,7271,209006.64
FUTCOM,26 Jun 2017,5456,5456,155223.97
FUTCOM,27 Jun 2017,9795,9795,279880.64
FUTCOM,28 Jun 2017,10094,10094,289115.67
FUTCOM,29 Jun 2017,10873,10873,310307.61
FUTCOM,30 Jun 2017,9311,9311,265208.41
FUTCOM,03 Jul 2017,13498,13498,381445.3
FUTCOM,04 Jul 2017,8083,8083,227448.65
FUTCOM,05 Jul 2017,12094,12094,339911.01
FUTCOM,06 Jul 2017,8688,8688,244433.01
FUTCOM,07 Jul 2017,14101,14101,393871.4
FUTCOM,10 Jul 2017,11316,11316,313521.39
FUTCOM,11 Jul 2017,9166,9166,254416.06
FUTCOM,12 Jul 2017,9534,9534,265977.79
FUTCOM,13 Jul 2017,7770,7770,216649.07
FUTCOM,14 Jul 2017,10589,10589,295663.71
FUTCOM,17 Jul 2017,9089,9089,255261.43
FUTCOM,18 Jul 2017,9521,9521,268629.78
FUTCOM,19 Jul 2017,8608,8608,242943.33
FUTCOM,20 Jul 2017,11097,11097,313442.95
FUTCOM,21 Jul 2017,8295,8295,235782.01
FUTCOM,24 Jul 2017,7621,7621,217654.08
FUTCOM,25 Jul 2017,9860,9860,280971.1
FUTCOM,26 Jul 2017,8620,8620,244524.41
FUTCOM,27 Jul 2017,11768,11768,335965.53
FUTCOM,28 Jul 2017,11988,11988,342862.25
FUTCOM,31 Jul 2017,15685,15685,449584.26
FUTCOM,01 Aug 2017,11609,11609,333293.31
FUTCOM,02 Aug 2017,11639,11639,332740.78
FUTCOM,03 Aug 2017,8443,8443,240434.77
FUTCOM,04 Aug 2017,9943,9943,283324.13
FUTCOM,07 Aug 2017,5427,5427,154189.5
FUTCOM,08 Aug 2017,8723,8723,247994.9
FUTCOM,09 Aug 2017,10851,10851,311579.51
FUTCOM,10 Aug 2017,11656,11656,338768.63
FUTCOM,11 Aug 2017,11298,11298,329970.31
FUTCOM,14 Aug 2017,7869,7869,228889.39
FUTCOM,16 Aug 2017,9938,9938,287095.15
FUTCOM,17 Aug 2017,9414,9414,274470.91
FUTCOM,18 Aug 2017,13666,13666,400077.69
FUTCOM,21 Aug 2017,10029,10029,292694.43
FUTCOM,22 Aug 2017,10171,10171,296277.01
FUTCOM,23 Aug 2017,8411,8411,245137.23
FUTCOM,24 Aug 2017,7768,7768,226114.82
FUTCOM,25 Aug 2017,7932,7932,230801.28
FUTCOM,28 Aug 2017,11075,11075,324782.73
FUTCOM,29 Aug 2017,13460,13460,401013.47
FUTCOM,30 Aug 2017,10691,10691,315943.63
FUTCOM,31 Aug 2017,10687,10687,316062.03
FUTCOM,01 Sep 2017,9936,9936,295891.89
FUTCOM,04 Sep 2017,9148,9148,275707.28
FUTCOM,05 Sep 2017,12450,12450,375103.48
FUTCOM,06 Sep 2017,9282,9282,280299.44
FUTCOM,07 Sep 2017,11130,11130,336147.59
FUTCOM,08 Sep 2017,11029,11029,334824.15
